Australian Bureau of Statistics,,,,
,,,,
"Motor Vehicle Census, 2015",,,,
"Year of Manufacture, Vehicle type and Vehicles",,,,
Counting: Vehicles,,,,
,,,,
Year of Manufacture,Vehicle type,Counting,Count,Annotations
2007,Tow Trucks,Vehicles (#),145,
2007,Fire Appliances,Vehicles (#),299,
2007,Trucks with Machinery Mounted,Vehicles (#),500,
2007,Other Non Freight Carrying Trucks,Vehicles (#),62,
2008,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),8605,
2008,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),14528,
2008,Prime Movers,Vehicles (#),4171,
2008,Buses > 9 seats,Vehicles (#),6528,
2008,Tow Trucks,Vehicles (#),161,
2008,Fire Appliances,Vehicles (#),263,
2008,Trucks with Machinery Mounted,Vehicles (#),287,
2008,Other Non Freight Carrying Trucks,Vehicles (#),46,
2009,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),6344,
2009,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),12580,
2009,Prime Movers,Vehicles (#),3166,
2009,Buses > 9 seats,Vehicles (#),4858,
2009,Tow Trucks,Vehicles (#),111,
2009,Fire Appliances,Vehicles (#),273,
2009,Trucks with Machinery Mounted,Vehicles (#),244,
2009,Other Non Freight Carrying Trucks,Vehicles (#),39,
2010,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),9390,
2010,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),15248,
2010,Prime Movers,Vehicles (#),5947,
2010,Buses > 9 seats,Vehicles (#),5613,
2010,Tow Trucks,Vehicles (#),126,
2010,Fire Appliances,Vehicles (#),297,
2010,Trucks with Machinery Mounted,Vehicles (#),341,
2010,Other Non Freight Carrying Trucks,Vehicles (#),53,
2011,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),6345,
2011,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),9775,
2011,Prime Movers,Vehicles (#),3536,
2011,Buses > 9 seats,Vehicles (#),5794,
2011,Tow Trucks,Vehicles (#),100,
2011,Fire Appliances,Vehicles (#),155,
2011,Trucks with Machinery Mounted,Vehicles (#),291,
2011,Other Non Freight Carrying Trucks,Vehicles (#),24,
2012,Light Rigid Trucks up to 4.5t GVM,Vehicles (#),8201,
2012,Heavy Rigid Trucks > 4.5t GVM,Vehicles (#),13502,
2012,Prime Movers,Vehicles (#),6143,
2012,Buses > 9 seats,Vehicles (#),5421,
2012,Tow Trucks,Vehicles (#),89,
2012,Fire Appliances,Vehicles (#),285,
2012,Trucks with Machinery Mounted,Vehicles (#),238,
